     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
         5554 	       22.592 	        -0.46 	        -0.97 	         9.85 	        -0.07 	         0.74 	        -1.25 
         5555 	       22.608 	         1.54 	         1.41 	        10.03 	         0.00 	         0.36 	        -1.29 
         5556 	       22.624 	        -0.75 	        -1.22 	        10.37 	         0.04 	         0.34 	        -1.36 
         5557 	       22.640 	        -0.53 	        -0.33 	        10.07 	         0.03 	         0.32 	        -1.37 
         5558 	       22.656 	         0.19 	         0.27 	        10.30 	         0.14 	         0.04 	        -1.40 
         5559 	       22.672 	        -2.06 	        -1.48 	        10.04 	         0.06 	         0.17 	        -1.26 
         5560 	       22.688 	        -0.98 	         0.01 	         9.67 	         0.11 	         0.19 	        -1.55 
         5561 	       22.704 	        -1.88 	        -2.75 	         9.31 	         0.04 	         0.41 	        -1.54 
         5562 	       22.720 	        -2.50 	        -0.31 	         9.74 	         0.06 	         0.20 	        -1.33 
         5563 	       22.736 	        -1.00 	         0.32 	         9.89 	         0.34 	        -0.41 	        -1.81 
         5564 	       22.752 	        -2.79 	        -2.34 	         8.71 	         0.21 	        -0.12 	        -1.20 
         5565 	       22.768 	        -0.93 	        -1.06 	         9.19 	         0.19 	         0.20 	        -1.36 
         5566 	       22.784 	        -0.83 	         0.01 	         9.63 	         0.35 	         0.18 	        -1.76 
         5567 	       22.800 	         0.31 	         1.05 	         9.74 	         0.49 	        -0.02 	        -2.03 
         5568 	       22.816 	        -0.65 	         0.04 	        10.26 	         0.40 	        -0.08 	        -1.04 
         5569 	       22.832 	        -1.47 	        -0.62 	        10.73 	         0.37 	         0.08 	        -1.22 
         5570 	       22.848 	        -1.01 	         0.31 	        10.08 	         0.27 	         0.48 	        -1.16 
         5571 	       22.864 	        -1.67 	         0.03 	         9.69 	         0.28 	         0.75 	        -1.20 
         5572 	       22.880 	        -2.56 	         0.62 	         9.89 	         0.48 	         0.82 	        -1.47 
         5573 	       22.896 	        -1.57 	         1.37 	         9.53 	         0.59 	         0.57 	        -1.88 
         5574 	       22.912 	        -4.82 	         0.86 	         8.87 	         0.48 	         0.44 	        -1.27 
         5575 	       22.928 	        -1.53 	         1.38 	        12.58 	         0.38 	        -0.07 	        -1.67 
         5576 	       22.944 	         0.25 	         1.26 	        10.83 	        -0.01 	        -0.38 	        -1.64 
         5577 	       22.960 	        -2.33 	         0.81 	         9.65 	        -0.13 	        -0.62 	        -1.12 
         5578 	       22.976 	        -0.12 	        -2.36 	        11.37 	        -0.65 	        -1.49 	        -1.81 
         5579 	       22.992 	         4.95 	         0.27 	        10.28 	        -1.13 	        -2.32 	        -1.91 
         5580 	       23.008 	       -10.23 	        -2.11 	         6.47 	        -0.02 	        -2.09 	        -2.34 
         5581 	       23.024 	         1.85 	         1.26 	         9.39 	         0.70 	        -2.35 	        -3.88 
         5582 	       23.040 	        -0.12 	         1.90 	         7.97 	         1.08 	        -2.97 	        -3.33 
         5583 	       23.056 	         1.75 	         2.55 	         0.65 	         0.20 	         0.32 	         0.07 
         5584 	       23.072 	        -2.96 	         0.39 	        10.27 	         0.41 	         0.58 	        -0.34 
         5585 	       23.088 	         0.34 	         0.26 	         9.20 	         0.40 	         1.07 	        -0.77 
         5586 	       23.104 	         0.19 	         0.80 	        10.60 	         0.34 	         0.54 	        -0.50 
         5587 	       23.120 	        -0.02 	         0.88 	         8.55 	         0.26 	         0.52 	        -0.29 
         5588 	       23.136 	         1.10 	         0.01 	        11.10 	         0.29 	         0.72 	        -0.13 
         5589 	       23.152 	         0.27 	        -0.15 	        10.60 	         0.10 	         0.32 	        -0.03 
         5590 	       23.168 	         0.68 	        -0.19 	         9.92 	        -0.01 	         0.14 	        -0.18 
         5591 	       23.184 	         0.59 	        -0.01 	        11.13 	         0.35 	        -0.18 	        -0.07 
         5592 	       23.200 	         0.73 	        -0.07 	         9.91 	        -0.18 	        -0.04 	        -0.21 
         5593 	       23.216 	         0.25 	        -0.00 	        11.30 	        -0.18 	         0.18 	         0.02 
         5594 	       23.232 	        -0.73 	         0.33 	         9.24 	        -0.18 	         0.11 	         0.02 
         5595 	       23.248 	        -0.11 	         0.02 	         9.64 	        -0.11 	         0.15 	         0.07 
         5596 	       23.264 	        -0.24 	        -0.07 	         9.85 	        -0.11 	         0.08 	         0.07 
         5597 	       23.280 	        -0.39 	        -0.01 	         9.88 	        -0.15 	        -0.06 	         0.02 
         5598 	       23.296 	        -0.24 	         0.06 	         9.65 	        -0.19 	        -0.18 	        -0.04 
         5599 	       23.312 	        -0.29 	        -0.03 	         9.77 	        -0.12 	        -0.20 	        -0.07 
         5600 	       23.328 	        -0.40 	         0.08 	         9.46 	        -0.09 	        -0.16 	        -0.07 
         5601 	       23.344 	        -0.12 	         0.12 	         9.31 	        -0.03 	         0.11 	        -0.02 
         5602 	       23.360 	        -0.44 	        -0.34 	        10.11 	        -0.01 	         0.15 	         0.01 
         5603 	       23.376 	        -0.10 	        -0.17 	         9.95 	        -0.02 	         0.02 	         0.00 
         5604 	       23.392 	        -0.30 	        -0.05 	        10.07 	        -0.07 	        -0.05 	         0.06 
         5605 	       23.408 	        -0.62 	        -0.05 	        10.12 	        -0.12 	        -0.04 	         0.03 
         5606 	       23.424 	        -0.31 	         0.09 	         9.69 	        -0.07 	         0.00 	         0.06 
         5607 	       23.440 	         0.75 	         0.10 	        10.43 	        -0.10 	        -0.13 	        -0.06 
         5608 	       23.456 	        -0.21 	        -0.19 	        10.20 	        -0.12 	        -0.02 	         0.07 
         5609 	       23.472 	         0.23 	        -0.01 	         9.67 	        -0.11 	         0.23 	         0.30 
         5610 	       23.488 	        -0.03 	        -0.27 	        10.26 	        -0.06 	         0.60 	         0.69 
         5611 	       23.504 	        -1.34 	        -0.38 	        10.20 	        -0.27 	         0.46 	         0.99 
         5612 	       23.520 	        -0.01 	        -0.34 	         9.83 	        -0.32 	         0.47 	         1.11 
         5613 	       23.536 	         0.27 	        -0.73 	         9.83 	        -0.39 	         0.61 	         1.41 
         5614 	       23.552 	         2.34 	         0.38 	         8.72 	        -0.39 	         0.58 	         1.74 
         5615 	       23.568 	         1.71 	         0.30 	         9.86 	        -0.22 	         1.25 	         2.56 
         5616 	       23.584 	        -2.90 	        -0.15 	         9.22 	        -0.22 	         1.03 	         2.48 
         5617 	       23.600 	        -3.90 	         0.05 	         7.22 	        -0.10 	         1.46 	         1.96 
         5618 	       23.616 	        -1.35 	        -0.21 	         9.92 	         0.23 	         1.47 	         2.08 
         5619 	       23.632 	        -1.27 	         0.02 	        10.24 	         0.08 	         1.16 	         2.21 
         5620 	       23.648 	        -1.89 	         0.05 	         9.92 	        -0.07 	         0.87 	         2.30 
         5621 	       23.664 	        -2.85 	         1.12 	         8.72 	        -0.07 	         0.72 	         2.08 
         5622 	       23.680 	        -2.46 	        -0.54 	        10.52 	        -0.16 	         0.42 	         1.91 
         5623 	       23.696 	        -2.26 	        -0.23 	        11.08 	        -0.41 	        -0.31 	         1.80 
         5624 	       23.712 	        -6.74 	        -0.81 	         8.07 	        -0.52 	        -0.50 	         2.16 
         5625 	       23.728 	         0.31 	        -0.01 	        10.43 	        -0.05 	        -0.39 	         1.35 
         5626 	       23.744 	        -1.01 	        -0.77 	         9.93 	        -0.15 	        -0.58 	         1.70 
         5627 	       23.760 	        -2.93 	         0.88 	         7.91 	        -0.14 	        -0.69 	         1.61 
         5628 	       23.776 	        -2.38 	        -0.12 	         9.73 	         0.17 	        -0.63 	         1.25 
         5629 	       23.792 	        -1.71 	         0.19 	         9.84 	         0.08 	        -0.81 	         1.03 
         5630 	       23.808 	        -0.32 	         0.63 	        10.17 	         0.13 	        -0.66 	         1.02 
         5631 	       23.824 	        -1.57 	         0.66 	        10.25 	         0.17 	        -0.61 	         1.27 
         5632 	       23.840 	        -0.11 	        -1.03 	        11.08 	         0.13 	        -0.25 	         1.54 
         5633 	       23.856 	        -1.16 	         0.86 	         9.00 	         0.19 	        -0.06 	         1.83 
         5634 	       23.872 	        -1.20 	         0.84 	        10.19 	         0.50 	         0.14 	         1.94 
         5635 	       23.888 	        -2.44 	         1.87 	         9.61 	         0.72 	        -0.18 	         1.94 
         5636 	       23.904 	        -3.23 	         2.25 	         9.61 	         0.99 	        -0.32 	         1.66 
         5637 	       23.920 	        -2.06 	         0.68 	        11.53 	         1.01 	        -0.31 	         1.43 
         5638 	       23.936 	        -0.75 	         1.11 	        10.23 	         0.85 	        -0.33 	         1.27 
         5639 	       23.952 	        -0.79 	         1.26 	         9.47 	         0.81 	        -0.45 	         1.30 
         5640 	       23.968 	        -0.37 	         0.89 	         9.29 	         0.81 	        -0.26 	         1.15 
         5641 	       23.984 	         0.73 	         0.85 	         9.63 	         0.81 	         0.06 	         1.26 
         5642 	       24.000 	         0.29 	         0.72 	        10.62 	         0.86 	        -0.01 	         1.38 
         5643 	       24.016 	         0.97 	         0.17 	        10.05 	         0.70 	        -0.52 	         1.63 
         5644 	       24.032 	         0.45 	         0.54 	        10.18 	         0.39 	        -0.89 	         1.65 
         5645 	       24.048 	         3.19 	         1.34 	        11.29 	         0.11 	        -0.66 	         1.23 
         5646 	       24.064 	        -1.92 	         3.24 	         7.78 	         0.20 	        -0.71 	         1.41 
         5647 	       24.080 	        -0.46 	         4.64 	         8.04 	         0.38 	        -0.42 	         1.10 
